flight_instance_id,schedule_id,flight_number,flight_date,origin_ident,destination_ident,aircraft_registration,scheduled_departure_utc,scheduled_arrival_utc,status
FLT-00735,SCH-00042,SX102,2026-01-01,KORD,YSSY,AU-SX004,2026-01-01T15:30:00Z,2026-01-02T08:46:00Z,completed
FLT-00736,SCH-00042,SX102,2026-01-02,KORD,YSSY,AU-SX001,2026-01-02T15:30:00Z,2026-01-03T08:46:00Z,completed
FLT-00737,SCH-00042,SX102,2026-01-03,KORD,YSSY,AU-SX002,2026-01-03T15:30:00Z,2026-01-04T08:46:00Z,completed
FLT-00738,SCH-00042,SX102,2026-01-04,KORD,YSSY,AU-SX003,2026-01-04T15:30:00Z,2026-01-05T08:46:00Z,completed
FLT-00739,SCH-00042,SX102,2026-01-05,KORD,YSSY,AU-SX004,2026-01-05T15:30:00Z,2026-01-06T08:46:00Z,completed
FLT-00740,SCH-00042,SX102,2026-01-06,KORD,YSSY,AU-SX001,2026-01-06T15:30:00Z,2026-01-07T08:46:00Z,completed
FLT-00741,SCH-00042,SX102,2026-01-07,KORD,YSSY,AU-SX002,2026-01-07T15:30:00Z,2026-01-08T08:46:00Z,completed
FLT-00742,SCH-00042,SX102,2026-01-08,KORD,YSSY,AU-SX003,2026-01-08T15:30:00Z,2026-01-09T08:46:00Z,completed
FLT-00743,SCH-00042,SX102,2026-01-09,KORD,YSSY,AU-SX004,2026-01-09T15:30:00Z,2026-01-10T08:46:00Z,completed
FLT-00744,SCH-00042,SX102,2026-01-10,KORD,YSSY,AU-SX001,2026-01-10T15:30:00Z,2026-01-11T08:46:00Z,completed
FLT-00745,SCH-00042,SX102,2026-01-11,KORD,YSSY,AU-SX002,2026-01-11T15:30:00Z,2026-01-12T08:46:00Z,completed
FLT-00746,SCH-00042,SX102,2026-01-12,KORD,YSSY,AU-SX003,2026-01-12T15:30:00Z,2026-01-13T08:46:00Z,completed
FLT-00747,SCH-00042,SX102,2026-01-13,KORD,YSSY,AU-SX004,2026-01-13T15:30:00Z,2026-01-14T08:46:00Z,completed
FLT-00748,SCH-00042,SX102,2026-01-14,KORD,YSSY,AU-SX001,2026-01-14T15:30:00Z,2026-01-15T08:46:00Z,completed
FLT-00749,SCH-00042,SX102,2026-01-15,KORD,YSSY,AU-SX002,2026-01-15T15:30:00Z,2026-01-16T08:46:00Z,scheduled
FLT-00750,SCH-00042,SX102,2026-01-16,KORD,YSSY,AU-SX003,2026-01-16T15:30:00Z,2026-01-17T08:46:00Z,scheduled
FLT-00751,SCH-00042,SX102,2026-01-17,KORD,YSSY,AU-SX004,2026-01-17T15:30:00Z,2026-01-18T08:46:00Z,scheduled
FLT-00752,SCH-00042,SX102,2026-01-18,KORD,YSSY,AU-SX001,2026-01-18T15:30:00Z,2026-01-19T08:46:00Z,scheduled
FLT-00753,SCH-00042,SX102,2026-01-19,KORD,YSSY,AU-SX002,2026-01-19T15:30:00Z,2026-01-20T08:46:00Z,scheduled
FLT-00754,SCH-00042,SX102,2026-01-20,KORD,YSSY,AU-SX003,2026-01-20T15:30:00Z,2026-01-21T08:46:00Z,scheduled
FLT-00755,SCH-00042,SX102,2026-01-21,KORD,YSSY,AU-SX004,2026-01-21T15:30:00Z,2026-01-22T08:46:00Z,scheduled
FLT-00756,SCH-00042,SX102,2026-01-22,KORD,YSSY,AU-SX001,2026-01-22T15:30:00Z,2026-01-23T08:46:00Z,scheduled
FLT-00757,SCH-00043,SX103,2025-12-26,YSSY,ZBAA,AU-SX001,2025-12-26T02:00:00Z,2025-12-26T12:43:00Z,completed
FLT-00758,SCH-00043,SX103,2025-12-29,YSSY,ZBAA,AU-SX002,2025-12-29T02:00:00Z,2025-12-29T12:43:00Z,completed
FLT-00759,SCH-00043,SX103,2025-12-31,YSSY,ZBAA,AU-SX003,2025-12-31T02:00:00Z,2025-12-31T12:43:00Z,completed
FLT-00760,SCH-00043,SX103,2026-01-02,YSSY,ZBAA,AU-SX004,2026-01-02T02:00:00Z,2026-01-02T12:43:00Z,completed
FLT-00761,SCH-00043,SX103,2026-01-05,YSSY,ZBAA,AU-SX001,2026-01-05T02:00:00Z,2026-01-05T12:43:00Z,completed
FLT-00762,SCH-00043,SX103,2026-01-07,YSSY,ZBAA,AU-SX002,2026-01-07T02:00:00Z,2026-01-07T12:43:00Z,completed
FLT-00763,SCH-00043,SX103,2026-01-09,YSSY,ZBAA,AU-SX003,2026-01-09T02:00:00Z,2026-01-09T12:43:00Z,completed
FLT-00764,SCH-00043,SX103,2026-01-12,YSSY,ZBAA,AU-SX004,2026-01-12T02:00:00Z,2026-01-12T12:43:00Z,completed
FLT-00765,SCH-00043,SX103,2026-01-14,YSSY,ZBAA,AU-SX001,2026-01-14T02:00:00Z,2026-01-14T12:43:00Z,completed
FLT-00766,SCH-00043,SX103,2026-01-16,YSSY,ZBAA,AU-SX002,2026-01-16T02:00:00Z,2026-01-16T12:43:00Z,scheduled
FLT-00767,SCH-00043,SX103,2026-01-19,YSSY,ZBAA,AU-SX003,2026-01-19T02:00:00Z,2026-01-19T12:43:00Z,scheduled
FLT-00768,SCH-00043,SX103,2026-01-21,YSSY,ZBAA,AU-SX004,2026-01-21T02:00:00Z,2026-01-21T12:43:00Z,scheduled
FLT-00769,SCH-00044,SX104,2025-12-25,ZBAA,YSSY,AU-SX001,2025-12-25T07:30:00Z,2025-12-25T18:13:00Z,completed
FLT-00770,SCH-00044,SX104,2025-12-27,ZBAA,YSSY,AU-SX002,2025-12-27T07:30:00Z,2025-12-27T18:13:00Z,completed
FLT-00771,SCH-00044,SX104,2025-12-30,ZBAA,YSSY,AU-SX003,2025-12-30T07:30:00Z,2025-12-30T18:13:00Z,completed
FLT-00772,SCH-00044,SX104,2026-01-01,ZBAA,YSSY,AU-SX004,2026-01-01T07:30:00Z,2026-01-01T18:13:00Z,completed
FLT-00773,SCH-00044,SX104,2026-01-03,ZBAA,YSSY,AU-SX001,2026-01-03T07:30:00Z,2026-01-03T18:13:00Z,completed
FLT-00774,SCH-00044,SX104,2026-01-06,ZBAA,YSSY,AU-SX002,2026-01-06T07:30:00Z,2026-01-06T18:13:00Z,completed
FLT-00775,SCH-00044,SX104,2026-01-08,ZBAA,YSSY,AU-SX003,2026-01-08T07:30:00Z,2026-01-08T18:13:00Z,completed
FLT-00776,SCH-00044,SX104,2026-01-10,ZBAA,YSSY,AU-SX004,2026-01-10T07:30:00Z,2026-01-10T18:13:00Z,completed
FLT-00777,SCH-00044,SX104,2026-01-13,ZBAA,YSSY,AU-SX001,2026-01-13T07:30:00Z,2026-01-13T18:13:00Z,completed
FLT-00778,SCH-00044,SX104,2026-01-15,ZBAA,YSSY,AU-SX002,2026-01-15T07:30:00Z,2026-01-15T18:13:00Z,scheduled
FLT-00779,SCH-00044,SX104,2026-01-17,ZBAA,YSSY,AU-SX003,2026-01-17T07:30:00Z,2026-01-17T18:13:00Z,scheduled
FLT-00780,SCH-00044,SX104,2026-01-20,ZBAA,YSSY,AU-SX004,2026-01-20T07:30:00Z,2026-01-20T18:13:00Z,scheduled
FLT-00781,SCH-00044,SX104,2026-01-22,ZBAA,YSSY,AU-SX001,2026-01-22T07:30:00Z,2026-01-22T18:13:00Z,scheduled
FLT-00782,SCH-00045,SX105,2025-12-25,YSSY,KLAX,AU-SX001,2025-12-25T08:00:00Z,2025-12-25T22:09:00Z,completed
FLT-00783,SCH-00045,SX105,2025-12-26,YSSY,KLAX,AU-SX002,2025-12-26T08:00:00Z,2025-12-26T22:09:00Z,completed
FLT-00784,SCH-00045,SX105,2025-12-27,YSSY,KLAX,AU-SX003,2025-12-27T08:00:00Z,2025-12-27T22:09:00Z,completed
FLT-00785,SCH-00045,SX105,2025-12-28,YSSY,KLAX,AU-SX004,2025-12-28T08:00:00Z,2025-12-28T22:09:00Z,completed
FLT-00786,SCH-00045,SX105,2025-12-29,YSSY,KLAX,AU-SX001,2025-12-29T08:00:00Z,2025-12-29T22:09:00Z,completed
FLT-00787,SCH-00045,SX105,2025-12-30,YSSY,KLAX,AU-SX002,2025-12-30T08:00:00Z,2025-12-30T22:09:00Z,completed
FLT-00788,SCH-00045,SX105,2025-12-31,YSSY,KLAX,AU-SX003,2025-12-31T08:00:00Z,2025-12-31T22:09:00Z,completed
FLT-00789,SCH-00045,SX105,2026-01-01,YSSY,KLAX,AU-SX004,2026-01-01T08:00:00Z,2026-01-01T22:09:00Z,completed
FLT-00790,SCH-00045,SX105,2026-01-02,YSSY,KLAX,AU-SX001,2026-01-02T08:00:00Z,2026-01-02T22:09:00Z,completed
FLT-00791,SCH-00045,SX105,2026-01-03,YSSY,KLAX,AU-SX002,2026-01-03T08:00:00Z,2026-01-03T22:09:00Z,completed
FLT-00792,SCH-00045,SX105,2026-01-04,YSSY,KLAX,AU-SX003,2026-01-04T08:00:00Z,2026-01-04T22:09:00Z,completed
FLT-00793,SCH-00045,SX105,2026-01-05,YSSY,KLAX,AU-SX004,2026-01-05T08:00:00Z,2026-01-05T22:09:00Z,completed
FLT-00794,SCH-00045,SX105,2026-01-06,YSSY,KLAX,AU-SX001,2026-01-06T08:00:00Z,2026-01-06T22:09:00Z,completed
FLT-00795,SCH-00045,SX105,2026-01-07,YSSY,KLAX,AU-SX002,2026-01-07T08:00:00Z,2026-01-07T22:09:00Z,completed
FLT-00796,SCH-00045,SX105,2026-01-08,YSSY,KLAX,AU-SX003,2026-01-08T08:00:00Z,2026-01-08T22:09:00Z,completed
FLT-00797,SCH-00045,SX105,2026-01-09,YSSY,KLAX,AU-SX004,2026-01-09T08:00:00Z,2026-01-09T22:09:00Z,completed
FLT-00798,SCH-00045,SX105,2026-01-10,YSSY,KLAX,AU-SX001,2026-01-10T08:00:00Z,2026-01-10T22:09:00Z,completed
FLT-00799,SCH-00045,SX105,2026-01-11,YSSY,KLAX,AU-SX002,2026-01-11T08:00:00Z,2026-01-11T22:09:00Z,completed
FLT-00800,SCH-00045,SX105,2026-01-12,YSSY,KLAX,AU-SX003,2026-01-12T08:00:00Z,2026-01-12T22:09:00Z,completed
FLT-00801,SCH-00045,SX105,2026-01-13,YSSY,KLAX,AU-SX004,2026-01-13T08:00:00Z,2026-01-13T22:09:00Z,completed
FLT-00802,SCH-00045,SX105,2026-01-14,YSSY,KLAX,AU-SX001,2026-01-14T08:00:00Z,2026-01-14T22:09:00Z,completed
FLT-00803,SCH-00045,SX105,2026-01-15,YSSY,KLAX,AU-SX002,2026-01-15T08:00:00Z,2026-01-15T22:09:00Z,scheduled
FLT-00804,SCH-00045,SX105,2026-01-16,YSSY,KLAX,AU-SX003,2026-01-16T08:00:00Z,2026-01-16T22:09:00Z,scheduled
FLT-00805,SCH-00045,SX105,2026-01-17,YSSY,KLAX,AU-SX004,2026-01-17T08:00:00Z,2026-01-17T22:09:00Z,scheduled
FLT-00806,SCH-00045,SX105,2026-01-18,YSSY,KLAX,AU-SX001,2026-01-18T08:00:00Z,2026-01-18T22:09:00Z,scheduled
FLT-00807,SCH-00045,SX105,2026-01-19,YSSY,KLAX,AU-SX002,2026-01-19T08:00:00Z,2026-01-19T22:09:00Z,scheduled
FLT-00808,SCH-00045,SX105,2026-01-20,YSSY,KLAX,AU-SX003,2026-01-20T08:00:00Z,2026-01-20T22:09:00Z,scheduled
FLT-00809,SCH-00045,SX105,2026-01-21,YSSY,KLAX,AU-SX004,2026-01-21T08:00:00Z,2026-01-21T22:09:00Z,scheduled
FLT-00810,SCH-00045,SX105,2026-01-22,YSSY,KLAX,AU-SX001,2026-01-22T08:00:00Z,2026-01-22T22:09:00Z,scheduled
FLT-00811,SCH-00046,SX106,2025-12-26,KLAX,YSSY,AU-SX001,2025-12-26T14:30:00Z,2025-12-27T04:39:00Z,completed
FLT-00812,SCH-00046,SX106,2025-12-29,KLAX,YSSY,AU-SX002,2025-12-29T14:30:00Z,2025-12-30T04:39:00Z,completed
FLT-00813,SCH-00046,SX106,2025-12-31,KLAX,YSSY,AU-SX003,2025-12-31T14:30:00Z,2026-01-01T04:39:00Z,completed
FLT-00814,SCH-00046,SX106,2026-01-02,KLAX,YSSY,AU-SX004,2026-01-02T14:30:00Z,2026-01-03T04:39:00Z,completed
FLT-00815,SCH-00046,SX106,2026-01-05,KLAX,YSSY,AU-SX001,2026-01-05T14:30:00Z,2026-01-06T04:39:00Z,completed
FLT-00816,SCH-00046,SX106,2026-01-07,KLAX,YSSY,AU-SX002,2026-01-07T14:30:00Z,2026-01-08T04:39:00Z,completed
FLT-00817,SCH-00046,SX106,2026-01-09,KLAX,YSSY,AU-SX003,2026-01-09T14:30:00Z,2026-01-10T04:39:00Z,completed
FLT-00818,SCH-00046,SX106,2026-01-12,KLAX,YSSY,AU-SX004,2026-01-12T14:30:00Z,2026-01-13T04:39:00Z,completed
FLT-00819,SCH-00046,SX106,2026-01-14,KLAX,YSSY,AU-SX001,2026-01-14T14:30:00Z,2026-01-15T04:39:00Z,completed
FLT-00820,SCH-00046,SX106,2026-01-16,KLAX,YSSY,AU-SX002,2026-01-16T14:30:00Z,2026-01-17T04:39:00Z,scheduled
FLT-00821,SCH-00046,SX106,2026-01-19,KLAX,YSSY,AU-SX003,2026-01-19T14:30:00Z,2026-01-20T04:39:00Z,scheduled
FLT-00822,SCH-00046,SX106,2026-01-21,KLAX,YSSY,AU-SX004,2026-01-21T14:30:00Z,2026-01-22T04:39:00Z,scheduled
FLT-00823,SCH-00047,SX107,2025-12-25,YSSY,WSSS,AU-SX001,2025-12-24T23:00:00Z,2025-12-25T06:45:00Z,completed
FLT-00824,SCH-00047,SX107,2025-12-27,YSSY,WSSS,AU-SX002,2025-12-26T23:00:00Z,2025-12-27T06:45:00Z,completed
FLT-00825,SCH-00047,SX107,2025-12-30,YSSY,WSSS,AU-SX003,2025-12-29T23:00:00Z,2025-12-30T06:45:00Z,completed
FLT-00826,SCH-00047,SX107,2026-01-01,YSSY,WSSS,AU-SX004,2025-12-31T23:00:00Z,2026-01-01T06:45:00Z,completed
FLT-00827,SCH-00047,SX107,2026-01-03,YSSY,WSSS,AU-SX001,2026-01-02T23:00:00Z,2026-01-03T06:45:00Z,completed
FLT-00828,SCH-00047,SX107,2026-01-06,YSSY,WSSS,AU-SX002,2026-01-05T23:00:00Z,2026-01-06T06:45:00Z,completed
FLT-00829,SCH-00047,SX107,2026-01-08,YSSY,WSSS,AU-SX003,2026-01-07T23:00:00Z,2026-01-08T06:45:00Z,completed
FLT-00830,SCH-00047,SX107,2026-01-10,YSSY,WSSS,AU-SX004,2026-01-09T23:00:00Z,2026-01-10T06:45:00Z,completed
FLT-00831,SCH-00047,SX107,2026-01-13,YSSY,WSSS,AU-SX001,2026-01-12T23:00:00Z,2026-01-13T06:45:00Z,completed
FLT-00832,SCH-00047,SX107,2026-01-15,YSSY,WSSS,AU-SX002,2026-01-14T23:00:00Z,2026-01-15T06:45:00Z,scheduled
FLT-00833,SCH-00047,SX107,2026-01-17,YSSY,WSSS,AU-SX003,2026-01-16T23:00:00Z,2026-01-17T06:45:00Z,scheduled
FLT-00834,SCH-00047,SX107,2026-01-20,YSSY,WSSS,AU-SX004,2026-01-19T23:00:00Z,2026-01-20T06:45:00Z,scheduled
FLT-00835,SCH-00047,SX107,2026-01-22,YSSY,WSSS,AU-SX001,2026-01-21T23:00:00Z,2026-01-22T06:45:00Z,scheduled
FLT-00836,SCH-00048,SX108,2025-12-25,WSSS,YSSY,AU-SX001,2025-12-25T04:30:00Z,2025-12-25T12:15:00Z,completed
FLT-00837,SCH-00048,SX108,2025-12-26,WSSS,YSSY,AU-SX002,2025-12-26T04:30:00Z,2025-12-26T12:15:00Z,completed
FLT-00838,SCH-00048,SX108,2025-12-27,WSSS,YSSY,AU-SX003,2025-12-27T04:30:00Z,2025-12-27T12:15:00Z,completed
FLT-00839,SCH-00048,SX108,2025-12-28,WSSS,YSSY,AU-SX004,2025-12-28T04:30:00Z,2025-12-28T12:15:00Z,completed
FLT-00840,SCH-00048,SX108,2025-12-29,WSSS,YSSY,AU-SX001,2025-12-29T04:30:00Z,2025-12-29T12:15:00Z,completed
FLT-00841,SCH-00048,SX108,2025-12-30,WSSS,YSSY,AU-SX002,2025-12-30T04:30:00Z,2025-12-30T12:15:00Z,completed
FLT-00842,SCH-00048,SX108,2025-12-31,WSSS,YSSY,AU-SX003,2025-12-31T04:30:00Z,2025-12-31T12:15:00Z,completed
FLT-00843,SCH-00048,SX108,2026-01-01,WSSS,YSSY,AU-SX004,2026-01-01T04:30:00Z,2026-01-01T12:15:00Z,completed
FLT-00844,SCH-00048,SX108,2026-01-02,WSSS,YSSY,AU-SX001,2026-01-02T04:30:00Z,2026-01-02T12:15:00Z,completed
FLT-00845,SCH-00048,SX108,2026-01-03,WSSS,YSSY,AU-SX002,2026-01-03T04:30:00Z,2026-01-03T12:15:00Z,completed
FLT-00846,SCH-00048,SX108,2026-01-04,WSSS,YSSY,AU-SX003,2026-01-04T04:30:00Z,2026-01-04T12:15:00Z,completed
FLT-00847,SCH-00048,SX108,2026-01-05,WSSS,YSSY,AU-SX004,2026-01-05T04:30:00Z,2026-01-05T12:15:00Z,completed
FLT-00848,SCH-00048,SX108,2026-01-06,WSSS,YSSY,AU-SX001,2026-01-06T04:30:00Z,2026-01-06T12:15:00Z,completed
FLT-00849,SCH-00048,SX108,2026-01-07,WSSS,YSSY,AU-SX002,2026-01-07T04:30:00Z,2026-01-07T12:15:00Z,completed
FLT-00850,SCH-00048,SX108,2026-01-08,WSSS,YSSY,AU-SX003,2026-01-08T04:30:00Z,2026-01-08T12:15:00Z,completed
FLT-00851,SCH-00048,SX108,2026-01-09,WSSS,YSSY,AU-SX004,2026-01-09T04:30:00Z,2026-01-09T12:15:00Z,completed
FLT-00852,SCH-00048,SX108,2026-01-10,WSSS,YSSY,AU-SX001,2026-01-10T04:30:00Z,2026-01-10T12:15:00Z,completed
FLT-00853,SCH-00048,SX108,2026-01-11,WSSS,YSSY,AU-SX002,2026-01-11T04:30:00Z,2026-01-11T12:15:00Z,completed
FLT-00854,SCH-00048,SX108,2026-01-12,WSSS,YSSY,AU-SX003,2026-01-12T04:30:00Z,2026-01-12T12:15:00Z,completed
FLT-00855,SCH-00048,SX108,2026-01-13,WSSS,YSSY,AU-SX004,2026-01-13T04:30:00Z,2026-01-13T12:15:00Z,completed
FLT-00856,SCH-00048,SX108,2026-01-14,WSSS,YSSY,AU-SX001,2026-01-14T04:30:00Z,2026-01-14T12:15:00Z,completed
FLT-00857,SCH-00048,SX108,2026-01-15,WSSS,YSSY,AU-SX002,2026-01-15T04:30:00Z,2026-01-15T12:15:00Z,scheduled
FLT-00858,SCH-00048,SX108,2026-01-16,WSSS,YSSY,AU-SX003,2026-01-16T04:30:00Z,2026-01-16T12:15:00Z,scheduled
FLT-00859,SCH-00048,SX108,2026-01-17,WSSS,YSSY,AU-SX004,2026-01-17T04:30:00Z,2026-01-17T12:15:00Z,scheduled
FLT-00860,SCH-00048,SX108,2026-01-18,WSSS,YSSY,AU-SX001,2026-01-18T04:30:00Z,2026-01-18T12:15:00Z,scheduled
FLT-00861,SCH-00048,SX108,2026-01-19,WSSS,YSSY,AU-SX002,2026-01-19T04:30:00Z,2026-01-19T12:15:00Z,scheduled
FLT-00862,SCH-00048,SX108,2026-01-20,WSSS,YSSY,AU-SX003,2026-01-20T04:30:00Z,2026-01-20T12:15:00Z,scheduled
FLT-00863,SCH-00048,SX108,2026-01-21,WSSS,YSSY,AU-SX004,2026-01-21T04:30:00Z,2026-01-21T12:15:00Z,scheduled
FLT-00864,SCH-00048,SX108,2026-01-22,WSSS,YSSY,AU-SX001,2026-01-22T04:30:00Z,2026-01-22T12:15:00Z,scheduled
